Date,Settle,High,Low,Open,Volume,Prev. Day Open Interest
2016-02-18,27.5,27.55,27.45,27.55,4.0,0.0
2016-02-19,27.5,27.55,27.2,27.25,70.0,2.0
2016-02-22,27.25,27.2,27.15,27.15,20.0,70.0
2016-02-23,27.6,27.75,27.15,27.3,601.0,50.0
2016-02-24,28.3,28.3,27.9,27.9,61.0,520.0
2016-02-25,27.9,28.05,27.75,27.85,62.0,510.0
2016-02-26,27.6,27.8,27.4,27.55,47.0,508.0
2016-02-29,27.5,28.0,27.6,27.9,16.0,466.0
2016-03-01,27.1,27.35,27.3,27.35,9.0,450.0
2016-03-02,26.65,26.7,26.55,26.65,264.0,456.0
2016-03-03,26.4,27.95,26.25,27.4,48.0,544.0
2016-03-04,26.05,26.6,26.0,26.45,44.0,560.0
2016-03-07,26.35,26.65,26.15,26.15,386.0,576.0
2016-03-08,26.5,26.7,26.45,26.5,213.0,565.0
2016-03-09,26.7,26.65,26.4,26.65,20.0,462.0
2016-03-10,26.8,26.7,26.0,26.6,134.0,467.0
2016-03-11,26.25,26.55,26.2,26.45,249.0,461.0
2016-03-14,25.8,26.1,25.8,26.0,138.0,631.0
2016-03-15,26.0,25.95,25.8,25.8,33.0,547.0
2016-03-16,25.95,26.05,25.85,25.95,282.0,532.0
2016-03-17,25.95,26.05,25.75,25.75,246.0,437.0
2016-03-18,25.4,25.45,25.45,25.45,28.0,441.0
2016-03-21,25.4,25.45,25.2,25.35,166.0,444.0
2016-03-22,25.5,25.55,25.35,25.4,237.0,452.0
2016-03-23,25.4,25.6,25.2,25.3,525.0,343.0
2016-03-24,25.8,25.95,25.55,25.6,4350.0,565.0
2016-03-29,25.6,25.75,25.4,25.6,722.0,2747.0
2016-03-30,25.15,25.25,25.05,25.2,101.0,3263.0
2016-03-31,25.3,25.35,25.2,25.25,148.0,3194.0
2016-04-01,25.45,25.7,25.5,25.65,132.0,3266.0
2016-04-04,25.15,25.35,25.1,25.35,258.0,3379.0
2016-04-05,25.7,25.8,25.5,25.5,314.0,3537.0
2016-04-06,25.6,25.8,25.5,25.7,568.0,3720.0
2016-04-07,25.85,26.15,25.6,25.6,78.0,4226.0
2016-04-08,25.7,25.9,25.65,25.65,340.0,4246.0
2016-04-11,25.65,25.7,25.45,25.5,292.0,4426.0
2016-04-12,25.8,25.95,25.6,25.75,297.0,4427.0
2016-04-13,25.5,25.55,25.3,25.3,2383.0,4559.0
2016-04-14,25.45,25.4,25.35,25.35,713.0,5511.0
2016-04-15,25.45,25.5,25.4,25.45,618.0,5694.0
2016-04-18,25.05,25.5,24.95,25.5,315.0,5362.0
2016-04-19,24.6,24.8,24.6,24.7,575.0,5527.0
2016-04-20,24.5,24.8,24.5,24.8,265.0,5455.0
2016-04-21,24.65,24.95,24.55,24.7,444.0,5671.0
2016-04-22,25.0,25.1,24.8,24.85,275.0,5894.0
2016-04-25,25.1,25.1,25.0,25.05,402.0,6023.0
2016-04-26,24.95,25.05,24.85,24.85,39.0,6071.0
2016-04-27,24.9,25.1,24.8,24.95,296.0,6067.0
2016-04-28,24.7,25.25,24.65,25.1,110.0,6330.0
2016-04-29,25.45,25.75,25.15,25.15,374.0,6333.0
2016-05-02,25.6,25.55,25.4,25.4,69.0,6397.0
2016-05-03,25.85,25.9,25.8,25.9,164.0,6400.0
2016-05-04,26.3,26.3,26.0,26.05,1724.0,6442.0
2016-05-05,26.1,26.35,26.0,26.3,1286.0,7624.0
2016-05-06,26.1,26.35,25.95,26.25,105.0,8254.0
2016-05-09,25.85,25.9,25.6,25.9,407.0,8280.0
2016-05-10,25.4,25.4,25.3,25.35,49.0,8450.0
2016-05-11,25.25,25.6,25.25,25.6,556.0,8430.0
2016-05-12,25.4,25.55,25.05,25.5,806.0,8926.0
2016-05-13,25.2,25.65,25.4,25.65,407.0,9244.0
2016-05-16,25.25,25.6,25.15,25.6,24.0,9344.0
2016-05-17,25.25,25.5,24.8,24.85,140.0,9307.0
2016-05-18,25.3,25.6,25.3,25.3,168.0,9398.0
2016-05-19,25.75,25.75,25.5,25.5,407.0,9440.0
2016-05-20,25.55,25.55,25.25,25.25,204.0,9660.0
2016-05-23,25.35,25.5,25.35,25.5,118.0,9519.0
2016-05-24,24.8,25.25,24.6,25.25,354.0,9486.0
2016-05-25,24.4,24.55,24.35,24.5,304.0,9516.0
2016-05-26,24.5,24.55,24.4,24.45,96.0,9349.0
2016-05-27,24.6,24.65,24.45,24.5,121.0,9313.0
2016-05-30,24.45,0.0,0.0,0.0,0.0,9341.0
2016-05-31,24.75,24.95,24.45,24.45,197.0,9284.0
2016-06-01,25.05,25.1,24.75,24.8,530.0,9346.0
