Date,Settle,High,Low,Open,Volume,Prev. Day Open Interest
2016-06-02,24.95,25.05,24.8,24.9,215.0,9549.0
2016-06-03,25.15,25.15,24.75,24.75,641.0,9516.0
2016-06-06,25.05,25.05,24.95,25.0,151.0,9838.0
2016-06-07,24.7,24.8,24.6,24.7,157.0,9396.0
2016-06-08,25.1,25.15,24.8,24.9,455.0,9454.0
2016-06-09,25.5,25.55,25.25,25.25,498.0,9713.0
2016-06-10,25.95,26.55,25.75,26.0,1635.0,9921.0
2016-06-13,26.55,27.7,26.3,26.65,1351.0,11161.0
2016-06-14,27.55,27.65,26.95,27.45,688.0,10798.0
2016-06-15,27.15,27.35,26.85,27.1,919.0,10777.0
2016-06-16,27.2,27.7,26.6,27.3,4663.0,10905.0
2016-06-17,26.55,26.95,26.3,26.85,922.0,14523.0
2016-06-20,25.3,25.65,24.95,25.55,959.0,14096.0
2016-06-21,25.1,25.3,25.0,25.3,1196.0,14365.0
2016-06-22,24.5,25.1,24.5,25.1,2605.0,14154.0
2016-06-23,24.2,24.6,23.9,24.45,1829.0,15171.0
2016-06-24,25.75,28.2,24.7,27.3,4235.0,15095.0
2016-06-27,26.85,27.05,25.9,26.2,2525.0,16338.0
2016-06-28,26.2,26.4,25.85,26.25,1885.0,16644.0
2016-06-29,25.4,25.55,25.15,25.25,1220.0,17674.0
2016-06-30,25.5,25.65,25.15,25.45,1173.0,17801.0
2016-07-01,25.9,26.15,25.6,25.7,1251.0,18172.0
2016-07-04,26.0,26.1,25.8,25.95,1435.0,18806.0
2016-07-05,26.2,26.5,26.1,26.15,2242.0,18230.0
2016-07-06,26.5,26.85,26.15,26.4,2406.0,17550.0
2016-07-07,26.15,26.5,25.95,26.05,1880.0,17562.0
2016-07-08,25.7,26.15,25.45,26.1,1062.0,17578.0
2016-07-11,25.1,25.4,25.0,25.4,573.0,17149.0
2016-07-12,24.85,24.9,24.5,24.85,14165.0,16852.0
2016-07-13,24.8,25.15,24.7,24.8,3099.0,28095.0
2016-07-14,24.5,24.85,24.5,24.6,1107.0,25551.0
2016-07-15,24.7,24.9,24.65,24.85,3599.0,25287.0
2016-07-18,24.85,25.1,24.65,24.65,1081.0,27328.0
2016-07-19,25.05,25.45,25.0,25.15,1020.0,26583.0
2016-07-20,24.85,25.0,24.75,24.95,2601.0,26026.0
2016-07-21,24.6,25.1,24.55,24.7,3088.0,27564.0
2016-07-22,24.85,24.95,24.55,24.85,3328.0,26615.0
2016-07-25,24.9,25.05,24.7,24.85,2490.0,27490.0
2016-07-26,24.85,25.15,24.7,24.9,1353.0,27785.0
2016-07-27,25.05,25.1,24.4,24.4,1278.0,28056.0
2016-07-28,25.15,25.2,24.9,24.9,1544.0,28415.0
2016-07-29,25.2,25.55,24.95,25.05,13627.0,28612.0
2016-08-01,24.85,25.15,24.7,24.8,3534.0,34977.0
2016-08-02,25.45,25.65,25.0,25.15,4394.0,32684.0
2016-08-03,25.25,25.7,25.15,25.35,2604.0,32180.0
2016-08-04,24.95,25.1,24.7,25.05,1853.0,31357.0
2016-08-05,24.1,24.75,23.95,24.65,2474.0,31611.0
2016-08-08,23.55,23.9,23.5,23.65,3155.0,31789.0
2016-08-09,22.9,23.55,22.85,23.5,3226.0,31867.0
2016-08-10,23.45,23.5,22.85,22.95,2047.0,31493.0
2016-08-11,23.25,23.5,23.15,23.3,1138.0,29994.0
2016-08-12,23.3,23.5,23.2,23.45,1646.0,29463.0
2016-08-15,23.35,23.45,23.05,23.45,4374.0,30229.0
2016-08-16,23.8,23.95,23.35,23.4,5289.0,31444.0
2016-08-17,24.55,24.6,23.8,23.95,5516.0,31717.0
2016-08-18,23.95,24.3,23.9,24.1,3779.0,34394.0
2016-08-19,24.15,24.35,23.95,23.95,1385.0,34751.0
2016-08-22,24.35,24.5,23.8,24.25,2758.0,33055.0
2016-08-23,24.0,24.2,23.85,24.05,3085.0,33327.0
2016-08-24,23.9,24.2,23.8,24.2,7269.0,34910.0
2016-08-25,24.15,24.3,23.9,24.05,4691.0,39651.0
2016-08-26,23.75,24.4,23.75,24.15,6872.0,40306.0
