Date,Settle,High,Low,Open,Volume,Prev. Day Open Interest
2015-12-17,24.15,24.35,24.1,24.15,605.0,0.0
2015-12-18,24.4,24.15,24.15,24.15,1.0,405.0
2015-12-21,24.55,24.55,24.2,24.45,530.0,405.0
2015-12-22,24.4,24.6,24.1,24.6,48.0,535.0
2015-12-23,23.9,24.05,23.9,24.05,26.0,541.0
2015-12-24,23.9,0.0,0.0,0.0,0.0,541.0
2015-12-28,24.1,0.0,0.0,0.0,0.0,533.0
2015-12-29,23.95,23.85,23.7,23.7,8.0,533.0
2015-12-30,24.05,23.85,23.85,23.85,1.0,529.0
2015-12-31,24.05,0.0,0.0,0.0,0.0,530.0
2016-01-04,24.75,25.0,24.4,24.4,1212.0,530.0
2016-01-05,24.65,24.85,24.5,24.85,389.0,1536.0
2016-01-06,24.75,24.8,24.7,24.7,362.0,1868.0
2016-01-07,25.2,25.65,25.2,25.4,1079.0,1669.0
2016-01-08,25.45,25.35,25.1,25.35,230.0,2396.0
2016-01-11,25.55,25.6,25.15,25.3,1003.0,2416.0
2016-01-12,25.15,25.25,25.05,25.25,469.0,3189.0
2016-01-13,25.1,25.75,24.65,24.65,378.0,3647.0
2016-01-14,25.65,26.0,25.35,25.55,2118.0,3895.0
2016-01-15,26.2,26.6,25.85,25.85,2805.0,5648.0
2016-01-18,26.1,26.25,26.0,26.1,899.0,7750.0
2016-01-19,26.35,26.4,25.55,25.6,1653.0,8606.0
2016-01-20,26.9,27.1,26.5,26.6,369.0,9354.0
2016-01-21,26.7,26.85,26.4,26.75,114.0,9577.0
2016-01-22,26.05,26.25,25.85,26.25,412.0,9604.0
2016-01-25,26.0,26.0,25.7,25.75,296.0,9802.0
2016-01-26,26.05,26.15,25.95,26.05,129.0,9899.0
2016-01-27,25.95,26.4,25.75,25.9,377.0,9893.0
2016-01-28,26.2,26.35,25.95,25.95,45.0,9834.0
2016-01-29,25.85,25.85,25.75,25.85,400.0,9837.0
2016-02-01,25.6,25.8,25.6,25.7,512.0,9927.0
2016-02-02,26.0,26.0,25.8,25.8,1031.0,9697.0
2016-02-03,26.45,26.8,26.1,26.1,768.0,8794.0
2016-02-04,26.3,26.55,26.1,26.1,402.0,9285.0
2016-02-05,26.4,26.7,26.05,26.2,754.0,9261.0
2016-02-08,27.2,27.3,26.65,26.65,419.0,9753.0
