Date,Settle,High,Low,Last,Change,Open,Volume,Open Interest
2015-10-28,1018.5,,,,0.0,,0.0,0.0
2015-10-29,999.0,,,,19.5,,0.0,0.0
2015-10-30,994.5,,,,4.5,,0.0,0.0
2015-11-02,983.7,,,,10.8,,0.0,0.0
2015-11-03,967.4,,,,16.3,,0.0,0.0
2015-11-04,959.8,,,,7.6,,0.0,0.0
2015-11-05,957.9,,,,1.9,,0.0,0.0
2015-11-06,944.7,,,,13.2,,0.0,0.0
2015-11-09,919.0,,,,25.7,,0.0,0.0
2015-11-10,904.2,,,,14.8,,0.0,0.0
2015-11-11,887.1,,,,17.1,,0.0,0.0
2015-11-12,881.5,,,,5.6,,0.0,0.0
2015-11-13,868.4,,,,13.1,,0.0,0.0
2015-11-16,870.1,,,,1.7,,0.0,0.0
2015-11-17,859.8,,,,10.3,,0.0,0.0
2015-11-18,853.0,,,,6.8,,0.0,0.0
2015-11-19,862.9,,,,9.9,,0.0,0.0
2015-11-20,860.7,,,,2.2,,0.0,0.0
2015-11-23,852.2,,,,8.5,,0.0,0.0
2015-11-24,846.6,,,,5.6,,0.0,0.0
2015-11-25,849.0,,,,2.4,,0.0,0.0
2015-11-27,841.0,,,,8.0,,0.0,0.0
2015-11-30,838.3,,,,2.7,,0.0,0.0
2015-12-01,840.8,,,,2.5,,0.0,0.0
2015-12-02,837.5,,,,3.3,,0.0,0.0
2015-12-03,852.7,,,,15.2,,0.0,0.0
2015-12-04,885.6,,,,32.9,,0.0,0.0
2015-12-07,868.4,,,,17.2,,0.0,0.0
2015-12-08,851.5,,,,16.9,,0.0,0.0
2015-12-09,870.5,,,,19.0,,0.0,0.0
2015-12-10,860.6,,,,9.9,,0.0,0.0
2015-12-11,848.4,,,,12.2,,0.0,0.0
2015-12-14,854.7,,,,6.3,,0.0,0.0
2015-12-15,860.2,,,,5.5,,0.0,0.0
2015-12-16,880.4,,,,20.2,,0.0,0.0
2015-12-17,848.8,,,,31.6,,1.0,0.0
2015-12-18,864.7,862.0,,862.0,15.9,,0.0,1.0
2015-12-21,885.3,881.5,881.5,881.5,20.6,881.5,1.0,1.0
2015-12-22,877.0,,,,8.3,,0.0,0.0
2015-12-23,872.4,,,,4.6,,0.0,0.0
2015-12-24,888.7,,,,16.3,,0.0,0.0
2015-12-28,886.7,,,,2.0,,0.0,0.0
2015-12-29,896.0,,,,9.3,,0.0,0.0
2015-12-30,876.2,879.9,879.8,879.9,19.8,879.8,2.0,0.0
2015-12-31,897.3,,,,21.1,,0.0,2.0
2016-01-04,888.5,,,,8.8,,0.0,2.0
2016-01-05,893.9,,,,5.4,,0.0,2.0
2016-01-06,879.0,,,,14.9,,0.0,2.0
2016-01-07,881.6,874.7,870.0,874.7,2.6,870.0,2.0,2.0
2016-01-08,882.8,890.6,883.7,890.6,1.2,883.7,4.0,2.0
2016-01-11,852.3,,,,30.5,,3.0,6.0
2016-01-12,844.9,,,,7.4,,0.0,6.0
2016-01-13,855.8,858.3,857.5,857.5,10.9,858.3,2.0,6.0
2016-01-14,839.3,,,,16.5,,0.0,4.0
2016-01-15,832.0,830.0,830.0,830.0,7.3,830.0,2.0,4.0
