20160925 02:49:08,,FLKTB,201612.0
20160925 02:49:08,,FLKTB,201609.0
20160925 02:49:08,,3KTB,201612.0
20160925 02:49:08,,3KTB,201609.0
20160925 23:45:37,,FLKTB,201612.0
20160925 23:45:37,,FLKTB,201609.0
20160925 23:45:37,,3KTB,201612.0
20160925 23:45:37,,3KTB,201609.0
