20160926 00:19:28,,FLKTB,201609
20160926 00:19:28,,3KTB,201609
20160926 00:34:24,,FLKTB,201609
20160926 00:34:24,,3KTB,201609
20160926 00:39:37,,FLKTB,201609
20160926 00:39:37,,3KTB,201609
20160926 00:50:30,,FLKTB,201609
20160926 00:50:30,,3KTB,201609
