Date,Settle,Open,High,Low,Volume,Prev. Day Open Interest
2016-12-19,7951.0,7956.0,7956.0,7956.0,10.0,10.0
2016-12-20,7976.0,0.0,0.0,0.0,0.0,10.0
2016-12-21,7939.0,0.0,0.0,0.0,0.0,10.0
2016-12-22,7957.0,0.0,0.0,0.0,0.0,10.0
2016-12-23,7951.0,7952.0,7969.0,7950.0,532.0,542.0
2016-12-27,7993.0,7980.0,7994.0,7980.0,94.0,636.0
2016-12-28,7980.0,7959.0,7959.0,7959.0,1.0,636.0
2016-12-29,7970.0,7997.0,7997.0,7994.0,31.0,0.0
2016-12-30,7988.0,7952.0,7985.0,7952.0,2.0,665.0
2017-01-02,7988.0,0.0,0.0,0.0,0.0,665.0
2017-01-03,8024.0,0.0,0.0,0.0,0.0,665.0
2017-01-04,8064.0,8050.0,8063.0,8050.0,120.0,785.0
2017-01-05,8107.0,0.0,0.0,0.0,0.0,785.0
2017-01-06,8144.0,8148.0,8148.0,8148.0,49.0,834.0
2017-01-09,8156.0,0.0,0.0,0.0,0.0,834.0
