Date,Settle,High,Low,Last,Change,Open,Volume,Open Interest
2015-09-18,1929.0,,,,27.25,,0.0,0.0
2015-09-21,1938.5,1935.75,1926.5,1932.0,9.5,1935.75,1.0,0.0
2015-09-22,1907.0,,1909.0,1909.0,31.5,,0.0,1.0
2015-09-23,1903.5,,1899.5,1903.5,3.5,,0.0,1.0
2015-09-24,1893.0,,1883.75,1889.75,10.5,,0.0,1.0
2015-09-25,1893.5,1915.75,,1915.75,0.5,,0.0,1.0
2015-09-28,1846.25,1896.0,1854.75,1854.75,47.25,,0.0,1.0
2015-09-29,1848.25,1853.75,1839.25,1846.0,2.0,1839.25,4.0,1.0
2015-09-30,1882.5,1874.0,,1874.0,34.25,,0.0,5.0
2015-10-01,1890.75,1890.25,1875.25,1875.25,8.25,,0.0,5.0
2015-10-02,1916.5,1907.75,1867.0,1907.75,25.75,,0.0,5.0
2015-10-05,1948.0,1944.5,,1944.5,31.5,,0.0,5.0
2015-10-06,1942.0,1940.0,1940.0,1940.5,6.0,1940.0,1.0,5.0
2015-10-07,1960.5,1955.75,,1954.0,18.5,,0.0,6.0
2015-10-08,1980.0,1972.25,1958.25,1972.25,19.5,,0.0,6.0
2015-10-09,1980.75,,,,0.75,,0.0,6.0
2015-10-12,1984.0,,,,3.25,,0.0,6.0
2015-10-13,1966.5,,1978.5,1978.5,17.5,,0.0,6.0
2015-10-14,1956.5,,,,10.0,,0.0,6.0
2015-10-15,1991.25,1979.5,,1979.5,34.75,,0.0,6.0
2015-10-16,1997.75,,,,6.5,,0.0,6.0
2015-10-19,1999.5,,1996.75,1996.75,1.75,,0.0,36.0
2015-10-20,1993.0,,,,6.5,,0.0,36.0
2015-10-21,1981.0,2003.0,1991.5,1991.5,12.0,2003.0,5.0,36.0
2015-10-22,2025.25,2020.0,,2020.0,44.25,,0.0,34.0
2015-10-23,2038.25,2035.0,,2035.0,13.0,,0.0,34.0
2015-10-26,2034.5,,,,3.75,,0.0,34.0
2015-10-27,2032.75,2030.25,2028.0,2029.75,1.75,2029.0,15.0,34.0
2015-10-28,2057.0,2047.75,,2047.75,24.25,,0.0,49.0
2015-10-29,2055.5,,2056.25,2056.25,1.5,,0.0,199.0
2015-10-30,2046.5,2058.5,2050.0,2051.0,9.0,2050.0,1.0,49.0
2015-11-02,2068.0,2062.5,,2062.5,21.5,,0.0,51.0
2015-11-03,2076.0,2074.5,,2074.5,8.0,,0.0,51.0
2015-11-04,2068.0,,2069.75,2069.75,8.0,,0.0,22.0
2015-11-05,2067.5,,2064.75,2064.75,0.5,,0.0,22.0
2015-11-06,2067.5,,2056.75,2056.75,,,0.0,22.0
2015-11-09,2046.5,2049.0,2040.0,2041.75,21.0,2049.0,6.0,22.0
2015-11-10,2052.0,,2043.5,2044.0,5.5,,0.0,16.0
2015-11-11,2043.5,,2048.25,2048.25,8.5,,0.0,16.0
2015-11-12,2014.75,2024.0,2022.0,2022.0,28.75,2023.75,11.0,16.0
2015-11-13,1992.5,,2001.0,2001.0,22.25,,0.0,6.0
2015-11-16,2022.0,2015.75,,2015.75,29.5,,0.0,6.0
2015-11-17,2023.0,2028.25,,2022.5,1.0,,0.0,6.0
2015-11-18,2053.75,2045.75,2039.5,2045.75,30.75,2039.5,1.0,6.0
2015-11-19,2053.5,,,,0.25,,0.0,6.0
2015-11-20,2062.75,2057.75,,2057.75,9.25,,0.0,6.0
2015-11-23,2058.25,,2060.25,2060.25,4.5,,0.0,6.0
2015-11-24,2058.75,,2046.25,2057.0,0.5,,0.0,6.0
2015-11-25,2062.25,,,,3.5,,0.0,6.0
2015-11-27,2064.0,,,,1.75,,0.0,6.0
2015-11-30,2054.0,,2059.25,2059.25,10.0,,0.0,6.0
2015-12-01,2074.0,2066.5,,2066.5,20.0,,0.0,6.0
2015-12-02,2055.75,2080.0,2053.5,2054.25,18.25,2080.0,1.0,6.0
2015-12-03,2025.25,,2021.0,2021.0,30.5,,0.0,7.0
2015-12-04,2062.5,2061.0,2058.75,2061.0,37.25,2058.75,18.0,7.0
2015-12-07,2055.0,2051.75,2042.5,2051.75,7.5,2042.5,2.0,12.0
