,close,high,low,open,volume
2016-12-15,124.7,124.7,124.25,124.4,153
2016-12-16,125.12,125.13,124.52,124.52,7063
2016-12-19,124.86,125.19,124.86,125.04,10921
2016-12-20,124.8,125.57,124.8,125.3,55293
2016-12-21,125.65,125.69,124.86,125.06,43968
2016-12-22,125.67,125.85,125.28,125.85,34854
2016-12-23,125.55,125.9,125.35,125.42,26335
2016-12-26,125.56,125.69,125.42,125.59,14335
2016-12-27,125.49,125.61,125.38,125.53,19281
2016-12-28,125.89,125.98,125.4,125.42,17226
2016-12-29,125.9,126.47,125.89,125.89,18293
2017-01-03,126.08,126.35,126.03,126.35,35296
2017-01-04,125.8,126.21,125.72,126.09,41530
2017-01-05,126.15,126.23,125.91,126.15,39148
2017-01-06,125.75,126.66,125.87,126.65,43382
2017-01-09,125.4,125.56,125.2,125.46,24469
