Date,Current Price,Change,Open,High,Low,Trading Volume,Open Interest
2016-09-21,131.41,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-22,131.22,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-23,132.05,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-26,132.28,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-27,132.33,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-28,132.33,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-29,132.64,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-30,132.77,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-04,133.41,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-05,132.79,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-06,132.15,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-07,131.85,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-10,131.87,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-11,131.73,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-12,130.95,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-13,131.17,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-14,131.75,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-17,131.69,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-18,130.94,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-19,130.97,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-20,131.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-21,130.97,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-24,130.84,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-25,131.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-26,130.71,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-27,130.82,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-28,130.39,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-31,129.83,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-01,130.17,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-02,129.72,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-03,130.08,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-04,130.26,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-07,130.11,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-08,129.94,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-09,130.01,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-10,130.32,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-11,128.72,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-14,127.45,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-15,126.12,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-16,126.34,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-17,125.8,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-18,125.87,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-21,125.35,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-22,125.49,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-23,125.47,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-24,125.33,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-25,124.91,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-28,124.87,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-29,125.19,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-30,125.36,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-01,125.32,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-02,124.73,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-05,124.14,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-06,124.84,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-07,124.73,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-08,124.77,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-09,125.13,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-12,124.71,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-13,124.03,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-14,124.69,0.0,0.0,0.0,0.0,0.0,7.0
2016-12-15,124.7,-0.78,124.4,124.7,124.25,153.0,4623.0
2016-12-16,125.12,0.42,124.52,125.13,124.52,7063.0,27626.0
2016-12-19,124.86,-0.26,125.04,125.19,124.86,10921.0,49760.0
2016-12-20,124.8,-0.06,125.3,125.57,124.8,55293.0,65589.0
2016-12-21,125.65,0.85,125.06,125.69,124.86,43968.0,64140.0
2016-12-22,125.67,0.02,125.85,125.85,125.28,34854.0,64493.0
2016-12-23,125.55,-0.12,125.42,125.9,125.35,26335.0,65412.0
2016-12-26,125.56,0.01,125.59,125.69,125.42,14335.0,64862.0
2016-12-27,125.49,-0.07,125.53,125.61,125.38,19281.0,63737.0
2016-12-28,125.89,0.4,125.42,125.98,125.4,17226.0,63857.0
2016-12-29,125.9,0.01,125.89,126.47,125.89,18293.0,64233.0
2016-12-30,125.9,0.01,125.89,126.47,125.89,18293.0,64233.0
2017-01-02,126.27,0.37,125.91,126.35,125.91,25280.0,66273.0
2017-01-03,126.08,-0.19,126.35,126.35,126.03,36640.0,64771.0
2017-01-04,125.8,-0.28,126.09,126.21,125.72,43117.0,66449.0
2017-01-05,126.15,0.35,126.15,126.23,125.91,40696.0,66549.0
2017-01-06,125.75,-0.4,126.65,126.66,125.75,44981.0,68199.0
2017-01-09,125.4,-0.35,125.46,125.56,125.2,25724.0,69111.0
2017-01-10,125.72,0.32,125.68,125.82,125.48,41617.0,67116.0
2017-01-11,125.43,-0.29,125.7,125.74,125.43,33805.0,68270.0
