Date,Current Price,Change,Open,High,Low,Trading Volume,Open Interest
2016-12-21,124.96,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-22,125.51,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-23,125.63,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-26,125.51,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-27,125.49,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-28,125.44,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-29,125.8,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-30,125.8,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-02,125.95,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-03,126.11,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-04,126.07,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-05,125.71,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-06,126.02,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-09,125.86,0.0,0.0,0.0,0.0,0.0,0.0
