Date,Settle,High,Low,Open,Volume,Prev. Day Open Interest
2016-03-09,132.17,0.0,0.0,0.0,0.0,0.0
2016-03-10,131.48,0.0,0.0,0.0,0.0,0.0
2016-03-11,131.65,0.0,0.0,0.0,0.0,0.0
2016-03-14,131.6,0.0,0.0,0.0,0.0,0.0
2016-03-15,131.46,0.0,0.0,0.0,0.0,0.0
2016-03-16,131.15,0.0,0.0,0.0,0.0,0.0
2016-03-17,131.3,0.0,0.0,0.0,0.0,0.0
2016-03-18,131.34,0.0,0.0,0.0,0.0,0.0
2016-03-21,131.4,0.0,0.0,0.0,0.0,0.0
2016-03-22,131.39,0.0,0.0,0.0,0.0,0.0
2016-03-23,131.25,0.0,0.0,0.0,0.0,0.0
2016-03-24,131.45,0.0,0.0,0.0,0.0,0.0
2016-03-29,131.17,0.0,0.0,0.0,0.0,0.0
2016-03-30,131.11,0.0,0.0,0.0,0.0,0.0
2016-03-31,131.1,0.0,0.0,0.0,0.0,0.0
2016-04-01,131.1,0.0,0.0,0.0,0.0,0.0
2016-04-04,131.13,0.0,0.0,0.0,0.0,0.0
2016-04-05,131.27,0.0,0.0,0.0,0.0,0.0
2016-04-06,131.26,0.0,0.0,0.0,0.0,0.0
2016-04-07,131.43,0.0,0.0,0.0,0.0,0.0
2016-04-08,131.43,0.0,0.0,0.0,0.0,0.0
2016-04-11,131.45,0.0,0.0,0.0,0.0,0.0
2016-04-12,131.33,0.0,0.0,0.0,0.0,0.0
2016-04-13,131.37,0.0,0.0,0.0,0.0,0.0
2016-04-14,131.27,129.32,129.32,129.32,1.0,0.0
2016-04-15,131.39,0.0,0.0,0.0,0.0,1.0
2016-04-18,131.29,0.0,0.0,0.0,0.0,1.0
2016-04-19,131.28,0.0,0.0,0.0,0.0,1.0
2016-04-20,131.33,0.0,0.0,0.0,0.0,1.0
2016-04-21,131.02,0.0,0.0,0.0,0.0,1.0
2016-04-22,131.1,0.0,0.0,0.0,0.0,1.0
2016-04-25,131.03,0.0,0.0,0.0,0.0,1.0
2016-04-26,130.88,0.0,0.0,0.0,0.0,1.0
2016-04-27,130.97,0.0,0.0,0.0,0.0,1.0
2016-04-28,131.08,0.0,0.0,0.0,0.0,1.0
2016-04-29,130.85,0.0,0.0,0.0,0.0,1.0
2016-05-02,130.87,0.0,0.0,0.0,0.0,1.0
2016-05-03,131.17,0.0,0.0,0.0,0.0,1.0
2016-05-04,131.18,0.0,0.0,0.0,0.0,1.0
2016-05-05,131.32,0.0,0.0,0.0,0.0,1.0
2016-05-06,131.4,0.0,0.0,0.0,0.0,1.0
2016-05-09,131.44,0.0,0.0,0.0,0.0,1.0
2016-05-10,131.45,0.0,0.0,0.0,0.0,1.0
2016-05-11,131.46,0.0,0.0,0.0,0.0,1.0
2016-05-12,131.4,0.0,0.0,0.0,0.0,1.0
2016-05-13,131.42,0.0,0.0,0.0,0.0,1.0
2016-05-16,131.37,0.0,0.0,0.0,0.0,1.0
2016-05-17,131.42,0.0,0.0,0.0,0.0,1.0
2016-05-18,131.32,0.0,0.0,0.0,0.0,1.0
2016-05-19,131.29,0.0,0.0,0.0,0.0,1.0
2016-05-20,131.26,0.0,0.0,0.0,0.0,1.0
2016-05-23,131.25,0.0,0.0,0.0,0.0,1.0
2016-05-24,131.27,0.0,0.0,0.0,0.0,1.0
2016-05-25,131.36,0.0,0.0,0.0,0.0,1.0
2016-05-26,130.2,129.4,129.39,129.4,100.0,1.0
2016-05-27,130.19,0.0,0.0,0.0,0.0,101.0
2016-05-30,130.1,0.0,0.0,0.0,0.0,101.0
2016-05-31,130.14,0.0,0.0,0.0,0.0,101.0
2016-06-01,130.21,0.0,0.0,0.0,0.0,101.0
2016-06-02,130.22,0.0,0.0,0.0,0.0,101.0
2016-06-03,130.36,0.0,0.0,0.0,0.0,101.0
2016-06-06,130.36,0.0,0.0,0.0,0.0,101.0
2016-06-07,130.48,0.0,0.0,0.0,0.0,101.0
2016-06-08,130.48,0.0,0.0,0.0,0.0,101.0
2016-06-09,130.66,0.0,0.0,0.0,0.0,101.0
2016-06-10,130.76,0.0,0.0,0.0,0.0,101.0
2016-06-13,130.74,0.0,0.0,0.0,0.0,101.0
2016-06-14,131.03,0.0,0.0,0.0,0.0,101.0
2016-06-15,131.07,0.0,0.0,0.0,0.0,101.0
2016-06-16,131.2,131.13,131.13,131.13,1.0,101.0
2016-06-17,131.22,131.21,131.12,131.12,24.0,101.0
2016-06-20,131.01,131.03,131.03,131.03,1.0,119.0
2016-06-21,131.01,0.0,0.0,0.0,0.0,110.0
2016-06-22,130.9,0.0,0.0,0.0,0.0,110.0
2016-06-23,130.85,0.0,0.0,0.0,0.0,110.0
2016-06-24,131.49,131.56,131.56,131.56,4.0,110.0
2016-06-27,131.49,0.0,0.0,0.0,0.0,111.0
2016-06-28,131.6,0.0,0.0,0.0,0.0,110.0
2016-06-29,131.57,0.0,0.0,0.0,0.0,107.0
2016-06-30,131.5,0.0,0.0,0.0,0.0,107.0
2016-07-01,131.46,0.0,0.0,0.0,0.0,107.0
2016-07-04,131.56,0.0,0.0,0.0,0.0,107.0
2016-07-05,131.81,0.0,0.0,0.0,0.0,107.0
2016-07-06,131.79,0.0,0.0,0.0,0.0,107.0
2016-07-07,131.8,0.0,0.0,0.0,0.0,107.0
2016-07-08,131.92,132.03,132.03,132.03,1.0,107.0
2016-07-11,131.91,0.0,0.0,0.0,0.0,107.0
2016-07-12,131.69,131.81,131.81,131.81,553.0,107.0
2016-07-13,131.8,131.76,131.71,131.75,18.0,659.0
2016-07-14,131.66,131.77,131.65,131.69,9.0,672.0
2016-07-15,131.51,131.65,131.62,131.64,4.0,664.0
2016-07-18,131.6,0.0,0.0,0.0,1.0,666.0
2016-07-19,131.57,0.0,0.0,0.0,0.0,661.0
2016-07-20,131.51,131.53,131.53,131.53,5.0,659.0
2016-07-21,131.42,131.37,131.34,131.34,159.0,664.0
2016-07-22,131.39,0.0,0.0,0.0,0.0,823.0
2016-07-25,131.46,131.36,131.36,131.36,36.0,821.0
2016-07-26,131.4,0.0,0.0,0.0,17.0,852.0
2016-07-27,131.63,131.49,131.49,131.49,5062.0,862.0
2016-07-28,131.56,0.0,0.0,0.0,785.0,5850.0
2016-07-29,131.69,131.72,131.44,131.44,216.0,6607.0
2016-08-01,131.59,131.66,131.58,131.62,205.0,6816.0
2016-08-02,131.37,131.52,131.32,131.46,158.0,6990.0
2016-08-03,131.38,131.39,131.37,131.37,957.0,7135.0
2016-08-04,131.65,131.65,131.47,131.47,6085.0,8059.0
2016-08-05,131.58,131.66,131.56,131.61,5556.0,13219.0
2016-08-08,131.62,131.56,131.51,131.51,1625.0,17902.0
2016-08-09,131.66,0.0,0.0,0.0,8007.0,15521.0
2016-08-10,131.78,131.84,131.69,131.69,2127.0,22653.0
2016-08-11,131.74,131.8,131.71,131.8,1535.0,20876.0
2016-08-12,131.73,131.72,131.65,131.65,2470.0,21505.0
2016-08-15,131.55,131.71,131.56,131.71,14485.0,23344.0
2016-08-16,131.44,131.64,131.53,131.61,14197.0,37650.0
2016-08-17,131.48,131.53,131.46,131.53,3742.0,49210.0
2016-08-18,131.6,0.0,0.0,0.0,21585.0,47270.0
2016-08-19,131.49,131.63,131.47,131.63,360.0,66867.0
2016-08-22,131.6,131.62,131.46,131.46,39904.0,66548.0
2016-08-23,131.63,131.67,131.61,131.61,15735.0,97767.0
2016-08-24,131.58,131.66,131.56,131.66,28105.0,91843.0
2016-08-25,131.53,131.58,131.49,131.58,14223.0,112881.0
2016-08-26,131.62,131.62,131.4,131.53,39924.0,119703.0
