Date,Settle,Open,High,Low,Volume,Prev. Day Open Interest
2016-12-09,130.96,0.0,0.0,0.0,0.0,0.0
2016-12-12,130.63,0.0,0.0,0.0,0.0,0.0
2016-12-13,130.71,0.0,0.0,0.0,0.0,0.0
2016-12-14,130.88,0.0,0.0,0.0,0.0,0.0
2016-12-15,130.71,0.0,0.0,0.0,0.0,0.0
2016-12-16,130.91,0.0,0.0,0.0,0.0,0.0
2016-12-19,131.17,0.0,0.0,0.0,0.0,0.0
2016-12-20,131.09,0.0,0.0,0.0,0.0,0.0
2016-12-21,131.14,0.0,0.0,0.0,0.0,0.0
2016-12-22,131.12,0.0,0.0,0.0,0.0,0.0
2016-12-23,131.23,0.0,0.0,0.0,0.0,0.0
2016-12-27,131.54,0.0,0.0,0.0,0.0,0.0
2016-12-28,131.49,0.0,0.0,0.0,0.0,0.0
2016-12-29,131.5,0.0,0.0,0.0,0.0,0.0
2016-12-30,131.42,0.0,0.0,0.0,0.0,0.0
2017-01-02,131.55,0.0,0.0,0.0,0.0,0.0
2017-01-03,131.31,0.0,0.0,0.0,0.0,0.0
2017-01-04,131.34,0.0,0.0,0.0,0.0,0.0
2017-01-05,131.26,0.0,0.0,0.0,0.0,0.0
2017-01-06,131.13,0.0,0.0,0.0,0.0,0.0
2017-01-09,131.18,0.0,0.0,0.0,0.0,0.0
2017-01-10,131.28,0.0,0.0,0.0,0.0,0.0
2017-01-11,131.36,0.0,0.0,0.0,0.0,0.0
2017-01-12,131.46,0.0,0.0,0.0,0.0,0.0
