Date,Settle,High,Low,Last,Change,Open,Volume,Open Interest
2007-11-19,85.67,85.67,85.67,,,85.67,0.0,0.0
2007-11-20,87.26,87.26,87.26,,,87.26,0.0,0.0
2007-11-21,86.73,87.65,86.73,,,87.48,5.0,5.0
2007-11-23,87.65,88.7,87.65,,,88.35,7.0,12.0
2007-11-26,87.98,88.35,87.98,,,88.35,7.0,18.0
2007-11-27,86.39,88.0,86.39,,,88.0,1.0,19.0
2007-11-28,85.64,86.84,85.64,,,86.84,9.0,26.0
2007-11-29,86.52,86.52,86.52,,,86.52,0.0,26.0
2007-11-30,85.91,86.0,85.91,,,86.0,2.0,28.0
2007-12-03,87.5,87.5,86.0,,,86.0,1.0,29.0
2007-12-04,87.62,88.0,87.62,,,88.0,27.0,41.0
2007-12-05,86.52,87.16,86.52,,,87.16,6.0,43.0
2007-12-06,87.51,87.51,87.05,,,87.05,15.0,53.0
2007-12-07,86.62,86.62,86.62,,,86.62,15.0,53.0
2007-12-10,86.76,87.6,86.76,,,87.15,358.0,242.0
2007-12-11,87.07,87.07,87.07,,,87.07,207.0,399.0
2007-12-12,89.08,89.08,89.08,,,89.08,358.0,399.0
2007-12-13,87.88,89.0,87.8,,,89.0,43.0,421.0
2007-12-14,87.93,87.93,87.93,,,0.0,43.0,421.0
2007-12-17,88.29,88.29,88.29,,,88.29,43.0,421.0
2007-12-18,87.6,88.6,87.6,,,88.6,2.0,422.0
2007-12-19,87.78,88.5,87.78,,,88.5,20.0,410.0
2007-12-20,87.47,87.47,87.47,,,87.47,20.0,410.0
2007-12-21,87.83,88.1,87.83,,,88.1,6.0,413.0
2007-12-24,88.06,88.06,88.06,,,88.06,0.0,0.0
2007-12-26,88.23,89.05,88.23,,,89.0,7.0,417.0
2007-12-27,88.21,89.0,87.9,,,89.0,101.0,503.0
2007-12-28,87.46,88.25,87.46,,,88.25,4.0,507.0
2007-12-31,86.84,86.84,86.84,,,86.84,0.0,507.0
2008-01-02,88.99,89.72,88.99,,,89.5,62.0,536.0
2008-01-03,89.77,90.0,89.77,,,90.0,1.0,537.0
2008-01-04,90.32,90.32,90.32,,,90.32,1.0,537.0
2008-01-07,88.77,90.5,88.77,,,90.35,16.0,540.0
2008-01-08,89.26,90.55,89.26,,,90.55,75.0,613.0
2008-01-09,88.22,89.2,88.22,,,89.2,55.0,615.0
2008-01-10,87.61,87.61,87.61,,,87.61,0.0,615.0
2008-01-11,87.79,88.55,87.5,,,88.45,151.0,691.0
2008-01-14,88.83,89.75,88.83,,,89.75,55.0,706.0
2008-01-15,88.23,88.23,88.23,,,88.23,0.0,706.0
2008-01-16,88.05,88.5,87.75,,,87.99,65.0,739.0
2008-01-17,87.71,87.71,87.71,,,87.71,25.0,754.0
2008-01-18,87.72,88.0,87.49,,,88.0,12.0,754.0
2008-01-22,87.48,87.48,86.6,,,87.0,14.0,759.0
2008-01-23,86.16,87.25,86.16,,,87.25,200.0,946.0
2008-01-24,87.74,87.74,87.53,,,87.53,101.0,947.0
2008-01-25,89.5,89.55,89.5,,,89.55,27.0,957.0
2008-01-28,90.37,90.99,90.23,,,90.23,6.0,959.0
2008-01-29,90.53,91.29,90.5,,,90.99,13.0,969.0
2008-01-30,91.22,91.98,91.19,,,91.98,4.0,973.0
2008-01-31,91.51,91.51,91.17,,,91.17,3.0,973.0
2008-02-01,90.32,92.07,90.32,,,91.25,3.0,975.0
2008-02-04,91.18,91.18,91.0,,,91.0,106.0,1068.0
2008-02-05,89.51,91.0,89.25,,,91.0,23.0,1066.0
2008-02-06,88.5,90.0,88.5,,,90.0,1.0,1066.0
2008-02-07,89.38,89.38,89.38,,,88.81,1.0,1066.0
2008-02-08,90.58,90.7,89.7,,,89.8,10.0,1070.0
2008-02-11,91.45,91.45,90.25,,,90.25,1.0,1071.0
2008-02-12,90.9,90.9,90.9,,,91.0,1.0,1071.0
2008-02-13,91.28,91.28,91.28,,,91.28,0.0,1071.0
2008-02-14,93.14,93.14,92.73,,,92.73,10.0,1071.0
2008-02-15,92.29,93.8,92.29,,,93.5,8.0,1073.0
2008-02-19,93.85,94.0,92.79,,,92.99,21.0,1075.0
2008-02-20,94.19,95.23,93.2,,,93.6,255.0,1270.0
2008-02-21,94.12,94.7,94.12,,,94.59,8.0,1275.0
2008-02-22,94.54,95.45,94.54,,,95.3,45.0,1286.0
2008-02-25,95.04,95.29,95.0,,,95.0,153.0,1288.0
2008-02-26,96.94,97.5,95.85,,,95.85,6.0,1291.0
2008-02-27,97.02,98.19,96.94,,,96.94,63.0,1350.0
2008-02-28,99.69,100.25,97.09,,,97.09,67.0,1410.0
2008-02-29,99.57,100.67,99.57,,,99.69,410.0,1598.0
2008-03-03,100.82,101.89,100.49,,,100.49,107.0,1668.0
2008-03-04,98.35,100.5,98.35,,,100.5,26.0,1688.0
2008-03-05,101.51,101.51,99.33,,,99.33,6.0,1689.0
2008-03-06,102.43,102.43,100.95,,,102.15,311.0,1798.0
2008-03-07,100.33,100.75,100.33,,,100.75,19.0,1833.0
2008-03-10,99.72,100.1,99.72,,,100.1,6.0,1836.0
2008-03-11,100.87,100.87,100.15,,,100.15,337.0,2055.0
2008-03-12,102.91,102.91,102.91,,,102.91,337.0,2055.0
2008-03-13,104.79,104.79,103.01,,,103.3,87.0,2130.0
2008-03-14,103.59,104.6,103.59,,,104.6,108.0,2130.0
