Date,Settle,High,Low,Last,Change,Open,Volume,Open Interest
2015-02-17,64460.0,,,,50.0,,0.0,0.0
2015-02-18,64560.0,,,,100.0,,0.0,0.0
2015-02-19,64030.0,,,,530.0,,0.0,0.0
2015-02-20,64070.0,,,,40.0,,0.0,0.0
2015-02-23,63780.0,,,,290.0,,0.0,0.0
2015-02-24,64470.0,,,,690.0,,0.0,0.0
2015-02-25,64470.0,,,,,,0.0,0.0
2015-02-26,64180.0,,,,290.0,,0.0,0.0
2015-02-27,64330.0,,,,150.0,,0.0,0.0
2015-03-02,63970.0,,,,360.0,,0.0,0.0
2015-03-03,64040.0,,,,70.0,,0.0,0.0
2015-03-04,63740.0,,,,300.0,,0.0,0.0
2015-03-05,63130.0,,,,610.0,,0.0,0.0
2015-03-06,61820.0,,,,1310.0,,0.0,0.0
2015-03-09,61800.0,,,,20.0,,0.0,0.0
2015-03-10,61180.0,,,,620.0,,0.0,0.0
2015-03-11,62060.0,,,,880.0,,0.0,0.0
2015-03-12,62090.0,,,,30.0,,0.0,0.0
2015-03-13,61730.0,,,,360.0,,0.0,0.0
2015-03-16,62120.0,,,,390.0,,0.0,0.0
2015-03-17,62270.0,,,,150.0,,0.0,0.0
2015-03-18,63050.0,,,,780.0,,0.0,0.0
2015-03-19,62770.0,,,,280.0,,0.0,0.0
2015-03-20,63860.0,,,,1090.0,,0.0,0.0
2015-03-23,64350.0,,,,490.0,,0.0,0.0
2015-03-24,64510.0,,,,160.0,,0.0,0.0
2015-03-25,64160.0,,,,350.0,,0.0,0.0
2015-03-26,63670.0,,,,490.0,,0.0,0.0
2015-03-27,63220.0,,,,450.0,,0.0,0.0
2015-03-30,62950.0,,,,270.0,,0.0,0.0
2015-03-31,63030.0,,,,80.0,,0.0,0.0
2015-04-01,63510.0,,,,480.0,,0.0,0.0
2015-04-02,64080.0,,,,570.0,,0.0,0.0
2015-04-06,64620.0,,,,390.0,,0.0,0.0
2015-04-07,64570.0,,,,50.0,,0.0,0.0
2015-04-08,64560.0,,,,10.0,,0.0,0.0
2015-04-09,63710.0,,,,850.0,,0.0,0.0
2015-04-10,63310.0,,,,400.0,,0.0,0.0
2015-04-13,62610.0,,,,700.0,,0.0,0.0
2015-04-14,62980.0,,,,370.0,,0.0,0.0
2015-04-15,63070.0,,,,90.0,,0.0,0.0
2015-04-16,63490.0,,,,420.0,,0.0,0.0
2015-04-17,62680.0,,,,810.0,,0.0,0.0
2015-04-20,62240.0,,,,440.0,,0.0,0.0
2015-04-21,62220.0,,,,20.0,,0.0,0.0
2015-04-22,62400.0,,,,180.0,,0.0,0.0
2015-04-23,62740.0,,,,340.0,,0.0,0.0
2015-04-24,62490.0,,,,250.0,,0.0,0.0
2015-04-27,62690.0,,,,200.0,,0.0,0.0
2015-04-28,63120.0,,,,430.0,,0.0,0.0
2015-04-29,63410.0,,,,290.0,,0.0,0.0
2015-04-30,62690.0,,,,720.0,,0.0,0.0
2015-05-01,61780.0,,,,910.0,,0.0,0.0
2015-05-04,62340.0,,,,560.0,,0.0,0.0
2015-05-05,62650.0,,,,310.0,,0.0,0.0
2015-05-06,62660.0,,,,10.0,,0.0,0.0
2015-05-07,62910.0,,,,250.0,,0.0,0.0
2015-05-08,63650.0,,,,740.0,,0.0,0.0
2015-05-11,62740.0,,,,910.0,,0.0,0.0
2015-05-12,62650.0,,,,90.0,,0.0,0.0
2015-05-13,63030.0,,,,380.0,,0.0,0.0
2015-05-14,63810.0,,,,780.0,,0.0,0.0
2015-05-15,64200.0,,,,390.0,,0.0,0.0
2015-05-18,63710.0,,,,490.0,,0.0,0.0
2015-05-19,63500.0,,,,210.0,,0.0,0.0
2015-05-20,63530.0,,,,30.0,,0.0,0.0
2015-05-21,63310.0,,,,220.0,,0.0,0.0
2015-05-22,63240.0,,,,70.0,,0.0,0.0
2015-05-26,62910.0,,,,330.0,,0.0,0.0
2015-05-27,63090.0,,,,180.0,,0.0,0.0
2015-05-28,62930.0,,,,160.0,,0.0,0.0
2015-05-29,62660.0,,,,270.0,,0.0,0.0
2015-06-01,62290.0,,,,370.0,,0.0,0.0
2015-06-02,62520.0,,,,230.0,,0.0,0.0
2015-06-03,62090.0,,,,430.0,,0.0,0.0
2015-06-04,61990.0,,,,100.0,,0.0,0.0
2015-06-05,61430.0,,,,560.0,,0.0,0.0
2015-06-08,61700.0,61500.0,,,270.0,,0.0,0.0
2015-06-09,62030.0,,,,330.0,,0.0,0.0
2015-06-10,62520.0,,,,490.0,,0.0,0.0
2015-06-11,62840.0,,,,320.0,,0.0,0.0
2015-06-12,62700.0,,,,140.0,,0.0,0.0
2015-06-15,62570.0,,,,130.0,,0.0,0.0
2015-06-16,62740.0,,,,170.0,,0.0,0.0
2015-06-17,63220.0,,,,480.0,,0.0,0.0
2015-06-18,63090.0,,,,130.0,,0.0,0.0
2015-06-19,63050.0,,,,40.0,,0.0,0.0
2015-06-22,62970.0,,,,80.0,,0.0,0.0
2015-06-23,62660.0,,,,310.0,,0.0,0.0
2015-06-24,62400.0,,,,260.0,,0.0,0.0
2015-06-25,62390.0,,,,10.0,,0.0,0.0
2015-06-26,62150.0,,,,240.0,,0.0,0.0
2015-06-29,61560.0,,,,590.0,,0.0,0.0
2015-06-30,61510.0,,,,50.0,,0.0,0.0
2015-07-01,61190.0,61500.0,61500.0,,320.0,61500.0,1.0,0.0
2015-07-02,61600.0,,,,410.0,,0.0,1.0
2015-07-06,61380.0,,,,220.0,,0.0,1.0
2015-07-07,61190.0,,,,190.0,,0.0,1.0
2015-07-08,61170.0,,,,20.0,,0.0,1.0
2015-07-09,61310.0,,,,140.0,,0.0,1.0
2015-07-10,61570.0,,,,260.0,,0.0,1.0
2015-07-14,61740.0,,,,180.0,,0.0,1.0
2015-07-15,61290.0,,,,450.0,,0.0,1.0
2015-07-16,61190.0,,,,100.0,,0.0,1.0
2015-07-17,60860.0,,,,330.0,,0.0,1.0
2015-07-20,60440.0,,,,420.0,,0.0,1.0
2015-07-21,60520.0,,,,80.0,,0.0,1.0
2015-07-22,60020.0,,,,500.0,,0.0,1.0
2015-07-23,59760.0,,,,260.0,,0.0,1.0
2015-07-24,59540.0,,,,220.0,,0.0,1.0
2015-07-27,59320.0,,,,220.0,,0.0,1.0
2015-07-28,59370.0,,,,50.0,,0.0,1.0
2015-07-29,59580.0,,,,210.0,,0.0,1.0
2015-07-30,59350.0,,,,230.0,,0.0,1.0
2015-07-31,59990.0,,,,640.0,,0.0,1.0
2015-08-03,59920.0,,,,70.0,,0.0,1.0
2015-08-04,59580.0,,,,340.0,,0.0,1.0
2015-08-05,59070.0,,,,510.0,,0.0,1.0
2015-08-06,59260.0,,,,190.0,,0.0,1.0
2015-08-07,59990.0,,,,730.0,,0.0,1.0
2015-08-10,60010.0,,,,20.0,,0.0,1.0
2015-08-11,59350.0,,,,660.0,,0.0,1.0
2015-08-12,59360.0,,,,10.0,,0.0,1.0
2015-08-13,59000.0,,,,360.0,,0.0,1.0
2015-08-14,59020.0,,,,20.0,,0.0,1.0
2015-08-17,58960.0,,,,60.0,,0.0,1.0
2015-08-18,58970.0,,,,10.0,,0.0,1.0
2015-08-19,58360.0,,,,610.0,,0.0,1.0
2015-08-20,57830.0,,,,530.0,,0.0,1.0
2015-08-21,57030.0,,,,800.0,,0.0,1.0
2015-08-24,56290.0,,,,740.0,,0.0,1.0
2015-08-25,56650.0,,,,360.0,,0.0,1.0
2015-08-26,56470.0,,,,180.0,,0.0,1.0
2015-08-27,57330.0,,,,860.0,,0.0,1.0
2015-08-28,57870.0,,,,540.0,,0.0,1.0
2015-08-31,57960.0,,,,90.0,,0.0,1.0
2015-09-01,57110.0,,,,850.0,,0.0,1.0
2015-09-02,57460.0,,,,350.0,,0.0,1.0
2015-09-03,57600.0,,,,140.0,,0.0,1.0
2015-09-04,57250.0,,,,350.0,,0.0,1.0
2015-09-08,57730.0,,,,480.0,,0.0,1.0
2015-09-09,57580.0,,,,150.0,,0.0,1.0
2015-09-10,57850.0,,,,270.0,,0.0,1.0
2015-09-11,57680.0,,,,170.0,,0.0,1.0
2015-09-14,57810.0,,,,130.0,,0.0,1.0
2015-09-15,57950.0,,,,140.0,,0.0,1.0
2015-09-16,58530.0,,,,580.0,,0.0,1.0
2015-09-17,59150.0,,,,620.0,,0.0,1.0
2015-09-18,58530.0,,,,620.0,,0.0,1.0
2015-09-21,58260.0,,,,270.0,,0.0,1.0
2015-09-22,57460.0,,,,800.0,,0.0,1.0
2015-09-23,56680.0,,,,780.0,,0.0,1.0
2015-09-24,57420.0,,,,740.0,,0.0,1.0
2015-09-25,57250.0,,,,170.0,,0.0,1.0
2015-09-28,56840.0,,,,410.0,,0.0,1.0
2015-09-29,56920.0,,,,80.0,,0.0,1.0
2015-09-30,57370.0,,,,450.0,,0.0,1.0
2015-10-01,57550.0,,,,180.0,,0.0,1.0
2015-10-02,57880.0,,,,330.0,,0.0,1.0
2015-10-05,58080.0,,,,200.0,,0.0,1.0
2015-10-06,58260.0,,,,180.0,,0.0,1.0
2015-10-07,58480.0,,,,220.0,,0.0,1.0
2015-10-08,59070.0,,,,590.0,,0.0,1.0
2015-10-09,59200.0,,,,130.0,,0.0,1.0
2015-10-12,59190.0,,,,10.0,,0.0,1.0
2015-10-13,58570.0,,,,620.0,,0.0,1.0
2015-10-14,59000.0,,,,430.0,,0.0,1.0
2015-10-15,59580.0,,,,580.0,,0.0,1.0
2015-10-16,59510.0,,,,70.0,,0.0,1.0
2015-10-19,59090.0,,,,420.0,,0.0,1.0
2015-10-20,58790.0,,,,300.0,,0.0,1.0
2015-10-21,58630.0,,,,160.0,,0.0,1.0
2015-10-22,59200.0,,,,570.0,,0.0,1.0
2015-10-23,58750.0,,,,450.0,,0.0,1.0
2015-10-26,58940.0,,,,190.0,,0.0,1.0
2015-10-27,59020.0,,,,80.0,,0.0,1.0
2015-10-28,58630.0,,,,390.0,,0.0,1.0
2015-10-29,58760.0,,,,130.0,,0.0,1.0
2015-10-30,59080.0,,,,320.0,,0.0,1.0
2015-11-02,59250.0,,,,170.0,,0.0,1.0
2015-11-03,59500.0,,,,250.0,,0.0,1.0
2015-11-04,59010.0,,,,490.0,,0.0,1.0
2015-11-05,58720.0,,,,290.0,,0.0,1.0
2015-11-06,57950.0,,,,770.0,,0.0,1.0
2015-11-09,58060.0,,,,110.0,,0.0,1.0
2015-11-10,58220.0,,,,160.0,,0.0,1.0
2015-11-11,58280.0,,,,60.0,,0.0,1.0
2015-11-12,58330.0,,,,50.0,,0.0,1.0
2015-11-13,58460.0,,,,130.0,,0.0,1.0
2015-11-16,58110.0,,,,350.0,,0.0,1.0
2015-11-17,58220.0,,,,110.0,,0.0,1.0
2015-11-18,58270.0,,,,50.0,,0.0,1.0
2015-11-19,58820.0,,,,550.0,,0.0,1.0
2015-11-20,59180.0,,,,360.0,,0.0,1.0
2015-11-23,59110.0,,,,70.0,,0.0,1.0
2015-11-24,59280.0,,,,170.0,,0.0,1.0
2015-11-25,59240.0,,,,40.0,,0.0,1.0
2015-11-27,58950.0,,,,290.0,,0.0,1.0
2015-11-30,59000.0,,,,50.0,,0.0,1.0
2015-12-01,59200.0,,,,200.0,,0.0,1.0
2015-12-02,58950.0,,,,250.0,,0.0,1.0
2015-12-03,58590.0,,,,360.0,,0.0,1.0
2015-12-04,58810.0,,,,220.0,,0.0,1.0
2015-12-07,57990.0,,,,820.0,,0.0,1.0
2015-12-08,57670.0,,,,320.0,,0.0,1.0
2015-12-09,57410.0,,,,260.0,,0.0,1.0
2015-12-10,57050.0,,,,360.0,,0.0,1.0
2015-12-11,56430.0,,56960.0,56960.0,620.0,,0.0,1.0
2015-12-14,56540.0,,,,110.0,,0.0,1.0
2015-12-15,57270.0,56760.0,,56760.0,730.0,,0.0,1.0
2015-12-16,57770.0,,,,500.0,,0.0,1.0
2015-12-17,57740.0,,,,30.0,,0.0,1.0
2015-12-18,57580.0,,,,160.0,,0.0,1.0
2015-12-21,57030.0,,,,550.0,,0.0,1.0
2015-12-22,57070.0,,,,40.0,,0.0,1.0
2015-12-23,56990.0,,,,80.0,,0.0,1.0
2015-12-24,56850.0,,,,140.0,,0.0,1.0
2015-12-28,56920.0,,,,70.0,,0.0,1.0
2015-12-29,56910.0,,,,10.0,,0.0,1.0
2015-12-30,56490.0,,,,420.0,,0.0,1.0
2015-12-31,57050.0,,,,560.0,,0.0,1.0
2016-01-04,56650.0,,,,400.0,,0.0,1.0
2016-01-05,56610.0,,,,40.0,,0.0,1.0
2016-01-06,55940.0,,,,670.0,,0.0,1.0
