Date,Settle,Open,High,Low,Last,Change,Volume,Open Interest
2016-12-20,147.53125,,,,,,0.0,0.0
2016-12-21,148.0625,,,,,0.53125,0.0,0.0
2016-12-22,147.5,,,,,0.5625,0.0,0.0
2016-12-23,147.8125,,,,,0.3125,0.0,0.0
2016-12-27,147.25,,,,,0.5625,0.0,0.0
2016-12-28,148.4375,,,,,1.1875,0.0,0.0
2016-12-29,148.625,,,,,0.1875,0.0,0.0
2016-12-30,149.375,,,,,0.75,0.0,0.0
2017-01-03,149.28125,,,,,0.09375,0.0,0.0
2017-01-04,149.34375,,,,,0.0625,0.0,0.0
2017-01-05,151.1875,,,,,1.84375,0.0,0.0
2017-01-06,150.46875,,,150.65625,150.65625,0.71875,0.0,0.0
2017-01-09,151.5,,,,,1.03125,0.0,0.0
2017-01-10,151.28125,,,,,0.21875,0.0,0.0
2017-01-11,151.53125,,,,,0.25,0.0,0.0
