20161222 12:08:09AM,Downloads,INFO    ,DOWNLOAD : AEX       : 201611: Starting Quandl download...
20161222 12:08:10AM,Downloads,INFO    ,DOWNLOAD : AEX       : 201611: Saving maturity to disk
20161222 12:08:10AM,Downloads,INFO    ,DOWNLOAD : AEX       : 201702: Starting Quandl download...
20161222 12:08:10AM,Downloads,INFO    ,DOWNLOAD : AEX       : 201702: Saving maturity to disk
20161222 12:08:10AM,Downloads,INFO    ,DOWNLOAD : AEX       : 201703: Starting Quandl download...
20161222 12:08:11AM,Downloads,INFO    ,DOWNLOAD : AEX       : 201703: Saving maturity to disk
20161222 12:08:11AM,Downloads,INFO    ,DOWNLOAD : AEX       : 201612: Starting Quandl download...
20161222 12:08:12AM,Downloads,INFO    ,DOWNLOAD : AEX       : 201612: Saving maturity to disk
20161222 12:08:12AM,Downloads,INFO    ,DOWNLOAD : AEX       : 201701: Starting Quandl download...
20161222 12:08:12AM,Downloads,INFO    ,DOWNLOAD : AEX       : 201701: Saving maturity to disk
20161222 12:08:12AM,Downloads,INFO    ,DOWNLOAD : AUD       : 201706: Starting Quandl download...
20161222 12:08:13AM,Downloads,INFO    ,DOWNLOAD : AUD       : 201706: Saving maturity to disk
20161222 12:08:13AM,Downloads,INFO    ,DOWNLOAD : AUD       : 201709: Starting Quandl download...
20161222 12:08:14AM,Downloads,INFO    ,DOWNLOAD : AUD       : 201709: Saving maturity to disk
20161222 12:08:14AM,Downloads,INFO    ,DOWNLOAD : AUD       : 201612: Starting Quandl download...
20161222 12:08:15AM,Downloads,INFO    ,DOWNLOAD : AUD       : 201612: Saving maturity to disk
20161222 12:08:15AM,Downloads,INFO    ,DOWNLOAD : AUD       : 201703: Starting Quandl download...
20161222 12:08:16AM,Downloads,INFO    ,DOWNLOAD : AUD       : 201703: Saving maturity to disk
20161222 12:08:16AM,Downloads,INFO    ,DOWNLOAD : BOBL      : 201709: Starting Quandl download...
20161222 12:08:17AM,Downloads,INFO    ,DOWNLOAD : BOBL      : 201709: Saving maturity to disk
20161222 12:08:17AM,Downloads,INFO    ,DOWNLOAD : BOBL      : 201612: Starting Quandl download...
20161222 12:08:17AM,Downloads,INFO    ,DOWNLOAD : BOBL      : 201612: Saving maturity to disk
20161222 12:08:17AM,Downloads,INFO    ,DOWNLOAD : BOBL      : 201703: Starting Quandl download...
20161222 12:08:18AM,Downloads,INFO    ,DOWNLOAD : BOBL      : 201703: Saving maturity to disk
20161222 12:08:18AM,Downloads,INFO    ,DOWNLOAD : BOBL      : 201706: Starting Quandl download...
20161222 12:08:19AM,Downloads,INFO    ,DOWNLOAD : BOBL      : 201706: Saving maturity to disk
20161222 12:08:19AM,Downloads,INFO    ,DOWNLOAD : BTP       : 201706: Starting Quandl download...
20161222 12:08:19AM,Downloads,INFO    ,DOWNLOAD : BTP       : 201706: Saving maturity to disk
20161222 12:08:19AM,Downloads,INFO    ,DOWNLOAD : BTP       : 201612: Starting Quandl download...
20161222 12:08:20AM,Downloads,INFO    ,DOWNLOAD : BTP       : 201612: Saving maturity to disk
20161222 12:08:20AM,Downloads,INFO    ,DOWNLOAD : BTP       : 201709: Starting Quandl download...
20161222 12:08:20AM,Downloads,INFO    ,DOWNLOAD : BTP       : 201709: Saving maturity to disk
20161222 12:08:20AM,Downloads,INFO    ,DOWNLOAD : BTP       : 201703: Starting Quandl download...
20161222 12:08:21AM,Downloads,INFO    ,DOWNLOAD : BTP       : 201703: Saving maturity to disk
20161222 12:08:21AM,Downloads,INFO    ,DOWNLOAD : BUND      : 201612: Starting Quandl download...
20161222 12:08:21AM,Downloads,INFO    ,DOWNLOAD : BUND      : 201612: Saving maturity to disk
20161222 12:08:21AM,Downloads,INFO    ,DOWNLOAD : BUND      : 201703: Starting Quandl download...
